dex,gen,tier,is_legendary,is_mega,name,stat_total,hp,atk,def,sp_atk,sp_def,spd,type1,type2,weakness,height_m,weight_kg,p_male,capture_rate,experience,egg_steps,happiness,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,
621,5,ru,0,0,druddigon,485,77,120,90,60,90,48,dragon,,19,1.6,139,50,45,1000000,7680,70,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
622,5,unranked,0,0,golett,303,59,74,50,35,50,35,ground,ghost,18.25,1,92,,190,1000000,6400,70,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,
623,5,nu,0,0,golurk,483,89,124,80,55,80,55,ground,ghost,18.25,2.8,330,,90,1000000,6400,70,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,
624,5,pu,0,0,pawniard,340,45,85,70,40,40,60,dark,steel,16.5,0.5,10.2,50,120,1000000,5120,35,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,
625,5,ou,0,0,bisharp,490,65,125,100,60,70,70,dark,steel,16.5,1.6,70,50,45,1000000,5120,35,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,
626,5,pu,0,0,bouffalant,490,95,110,95,40,95,55,normal,,18,1.6,94.6,50,45,1000000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
627,5,unranked,0,0,rufflet,350,70,83,50,37,50,60,normal,flying,18,0.5,10.5,100,190,1250000,5120,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
628,5,ru,0,0,braviary,510,100,123,75,57,75,80,normal,flying,18,1.5,41,100,60,1250000,5120,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
629,5,pu,0,0,vullaby,370,70,55,75,45,65,60,dark,flying,18.5,0.5,9,0,190,1250000,5120,35,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,
630,5,uu,0,0,mandibuzz,510,110,65,105,55,95,80,dark,flying,18.5,1.2,39.5,0,60,1250000,5120,35,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,
631,5,pu,0,0,heatmor,484,85,97,66,105,66,65,fire,,18,1.4,58,50,90,1000000,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
632,5,bl2,0,0,durant,484,58,109,112,48,48,109,bug,steel,15.75,0.3,33,50,90,1000000,5120,70,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,
633,5,unranked,0,0,deino,300,52,65,50,45,50,38,dark,dragon,21,0.8,17.3,50,45,1250000,10240,35,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,
634,5,pu,0,0,zweilous,420,72,85,70,65,70,58,dark,dragon,21,1.4,50,50,45,1250000,10240,35,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,
635,5,uu,0,0,hydreigon,600,92,105,90,125,90,98,dark,dragon,21,1.8,160,50,45,1250000,10240,35,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,
636,5,unranked,0,0,larvesta,360,55,85,55,50,55,60,bug,fire,19.75,1.1,28.8,50,45,1250000,10240,70,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,
637,5,bl,0,0,volcarona,550,85,60,65,135,105,100,bug,fire,19.75,1.6,46,50,15,1250000,10240,70,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,
638,5,uu,1,0,cobalion,580,91,90,129,90,72,108,steel,fighting,15.5,2.1,250,,3,1250000,20480,35,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,
639,5,bl,1,0,terrakion,580,91,129,90,72,90,108,rock,fighting,22,1.9,260,,3,1250000,20480,35,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,
640,5,ru,1,0,virizion,580,91,90,72,90,129,108,grass,fighting,23,2,200,,3,1250000,20480,35,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,
641,5,ou,1,0,tornadus,580,79,100,80,110,90,121,flying,,18.5,1.5,63,100,3,1250000,30720,90,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,
642,5,ou,1,0,thundurus,580,79,105,70,145,80,101,electric,flying,16.5,1.5,61,100,3,1250000,30720,90,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,
643,5,uber,1,0,reshiram,680,100,120,100,150,120,90,dragon,fire,18,3.2,330,,3,1250000,30720,0,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,
644,5,uber,1,0,zekrom,680,100,150,120,120,100,90,dragon,electric,18.75,2.9,345,,3,1250000,30720,0,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,
645,5,uber,1,0,landorus,600,89,145,90,105,80,91,ground,flying,18.5,1.5,68,100,3,1250000,30720,90,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,
646,5,uber,1,0,kyurem,700,125,120,90,170,100,95,dragon,ice,21.5,3,325,,3,1250000,30720,0,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,
647,5,ou,1,0,keldeo,580,91,72,90,129,90,108,water,fighting,19.5,1.4,48.5,,3,1250000,20480,35,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,
648,5,ru,1,0,meloetta,600,100,128,90,77,77,128,normal,psychic,18.5,0.6,6.5,,3,1250000,30720,100,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,
649,5,uber,1,0,genesect,600,71,120,95,120,95,99,bug,steel,15.75,1.5,82.5,,3,1250000,30720,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,
650,6,unranked,0,0,chespin,313,56,61,65,48,45,38,grass,,21,0.4,9,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
651,6,pu,0,0,quilladin,405,61,78,95,56,58,57,grass,,21,0.7,29,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
652,6,uu,0,0,chesnaught,530,88,107,122,74,75,64,grass,fighting,23,1.6,90,88.1,45,1059860,5120,70,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,
653,6,unranked,0,0,fennekin,307,40,45,40,62,60,60,fire,,18,0.4,9.4,88.1,45,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
654,6,unranked,0,0,braixen,409,59,59,58,90,70,73,fire,,18,1,14.5,88.1,45,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
655,6,ru,0,0,delphox,534,75,69,72,114,100,104,fire,psychic,19.5,1.5,39,88.1,45,1059860,5120,70,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,
656,6,unranked,0,0,froakie,314,41,56,40,62,44,71,water,,18,0.3,7,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
657,6,unranked,0,0,frogadier,405,54,63,52,83,56,97,water,,18,0.6,10.9,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
658,6,uber,0,0,greninja,640,72,145,67,153,71,132,water,dark,19,1.5,40,88.1,45,1059860,5120,70,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,
659,6,unranked,0,0,bunnelby,237,38,36,38,32,36,57,normal,,18,0.4,5,50,255,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
660,6,bl,0,0,diggersby,423,85,56,77,50,77,78,normal,ground,19,1,42.4,50,127,1000000,3840,70,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,
661,6,unranked,0,0,fletchling,278,45,50,43,40,38,62,normal,flying,18,0.3,1.7,50,255,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
662,6,ru,0,0,fletchinder,382,62,73,55,56,52,84,fire,flying,18.5,0.7,16,50,120,1059860,3840,70,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,
663,6,ou,0,0,talonflame,499,78,81,71,74,69,126,fire,flying,18.5,1.2,24.5,50,45,1059860,3840,70,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,
664,6,unranked,0,0,scatterbug,200,38,35,40,27,25,35,bug,,19.5,0.3,2.5,50,255,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
665,6,unranked,0,0,spewpa,213,45,22,60,27,30,29,bug,,19.5,0.3,8.4,50,120,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
666,6,nu,0,0,vivillon,411,80,52,50,90,50,89,bug,flying,22,1.2,17,50,45,1000000,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
667,6,unranked,0,0,litleo,369,62,50,58,73,54,72,fire,normal,18,0.6,13.5,11.2,220,1059860,5120,70,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,
668,6,nu,0,0,pyroar,507,86,68,72,109,66,106,fire,normal,18,1.5,81.5,11.2,65,1059860,5120,70,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,
669,6,unranked,0,0,flabébé,303,44,38,39,61,79,42,fairy,,17.5,0.1,0.1,0,225,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
670,6,unranked,0,0,floette,551,74,65,67,125,128,92,fairy,,17.5,0.2,0.9,0,120,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
671,6,uu,0,0,florges,552,78,65,68,112,154,75,fairy,,17.5,1.1,10,0,45,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
672,6,unranked,0,0,skiddo,350,66,65,48,62,57,52,grass,,21,0.9,31,50,200,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
673,6,pu,0,0,gogoat,531,123,100,62,97,81,68,grass,,21,1.7,91,50,45,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
674,6,unranked,0,0,pancham,348,67,82,62,46,48,43,fighting,,19.5,0.6,8,50,220,1000000,6400,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
675,6,bl2,0,0,pangoro,495,95,124,78,69,71,58,fighting,dark,20.25,2.1,136,50,65,1000000,6400,70,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,
676,6,pu,0,0,furfrou,472,75,80,60,65,90,102,normal,,18,1.2,28,50,160,1000000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
677,6,unranked,0,0,espurr,355,62,48,54,63,60,68,psychic,,20,0.3,3.5,50,190,1000000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
678,6,pu,0,0,meowstic,466,74,48,76,83,81,104,psychic,,20,0.6,8.5,50,75,1000000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
679,6,unranked,0,0,honedge,325,45,80,100,35,37,28,steel,ghost,14.25,0.8,2,50,180,1000000,5120,70,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,
680,6,uu,0,0,doublade,448,59,110,150,45,49,35,steel,ghost,14.25,0.8,4.5,50,90,1000000,5120,70,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,
681,6,uber,0,0,aegislash,520,60,150,50,150,50,60,steel,ghost,14.25,1.7,53,50,45,1000000,5120,70,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,
682,6,unranked,0,0,spritzee,341,78,52,60,63,65,23,fairy,,17.5,0.2,0.5,50,200,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
683,6,ru,0,0,aromatisse,462,101,72,72,99,89,29,fairy,,17.5,0.8,15.5,50,140,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
684,6,unranked,0,0,swirlix,341,62,48,66,59,57,49,fairy,,17.5,0.4,3.5,50,200,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
685,6,bl2,0,0,slurpuff,480,82,80,86,85,75,72,fairy,,17.5,0.8,5,50,140,1000000,5120,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
686,6,unranked,0,0,inkay,288,53,54,53,37,46,45,dark,psychic,21,0.4,3.5,50,190,1000000,5120,70,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,
687,6,nu,0,0,malamar,482,86,92,88,68,75,73,dark,psychic,21,1.5,47,50,80,1000000,5120,70,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,
688,6,unranked,0,0,binacle,306,42,52,67,39,56,50,rock,water,21.25,0.5,31,50,120,1000000,5120,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,
689,6,nu,0,0,barbaracle,500,72,105,115,54,86,68,rock,water,21.25,1.3,96,50,45,1000000,5120,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,
690,6,unranked,0,0,skrelp,320,50,60,60,60,60,30,poison,water,17,0.5,7.3,50,225,1000000,5120,70,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,
691,6,bl2,0,0,dragalge,494,65,75,90,97,123,44,poison,dragon,18.25,1.8,81.5,50,55,1000000,5120,70,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,
692,6,unranked,0,0,clauncher,330,50,53,62,58,63,44,water,,18,0.5,8.3,50,225,1250000,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
693,6,ru,0,0,clawitzer,500,71,73,88,120,89,59,water,,18,1.3,35.3,50,55,1250000,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
694,6,unranked,0,0,helioptile,289,44,38,33,61,43,70,electric,normal,17.5,0.5,6,50,190,1000000,5120,70,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,
695,6,uu,0,0,heliolisk,481,62,55,52,109,94,109,electric,normal,17.5,1,21,50,75,1000000,5120,70,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,
696,6,unranked,0,0,tyrunt,362,58,89,77,45,45,48,rock,dragon,21.25,0.8,26,88.1,45,1000000,7680,70,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,
697,6,bl2,0,0,tyrantrum,521,82,121,119,69,59,71,rock,dragon,21.25,2.5,270,88.1,45,1000000,7680,70,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,
698,6,unranked,0,0,amaura,362,77,59,50,67,63,46,rock,ice,26,1.3,25.2,88.1,45,1000000,7680,70,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,
699,6,nu,0,0,aurorus,521,123,77,72,99,92,58,rock,ice,26,2.7,225,88.1,45,1000000,7680,70,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,
700,6,uu,0,0,sylveon,525,95,65,65,110,130,60,fairy,,17.5,1,23.5,88.1,45,1000000,8960,70,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
701,6,bl,0,0,hawlucha,500,78,92,75,74,63,118,fighting,flying,19.75,0.8,21.5,50,100,1000000,5120,70,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,
702,6,pu,0,0,dedenne,431,67,58,57,81,67,101,electric,fairy,16.5,0.2,2.2,50,180,1000000,5120,70,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,
703,6,pu,0,0,carbink,500,50,50,150,50,150,50,rock,fairy,20.5,0.3,5.7,,60,1250000,6400,70,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,
704,6,unranked,0,0,goomy,300,45,50,35,55,75,40,dragon,,19,0.3,2.8,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
705,6,pu,0,0,sliggoo,452,68,75,53,83,113,60,dragon,,19,0.8,17.5,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
706,6,uu,0,0,goodra,600,90,100,70,110,150,80,dragon,,19,2,150.5,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
707,6,uu,0,0,klefki,470,57,80,91,80,87,75,steel,fairy,13.25,0.2,3,50,75,800000,5120,70,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,
708,6,unranked,0,0,phantump,309,43,70,48,50,60,38,ghost,grass,19,0.4,7,50,120,1000000,5120,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,
709,6,pu,0,0,trevenant,474,85,110,76,65,82,56,ghost,grass,19,1.5,71,50,60,1000000,5120,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,
710,6,unranked,0,0,pumpkaboo,335,59,66,70,44,55,41,ghost,grass,19,0.8,15,50,120,1000000,5120,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,
711,6,pu,0,0,gourgeist,494,85,100,122,58,75,54,ghost,grass,19,1.7,39,50,60,1000000,5120,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,
712,6,unranked,0,0,bergmite,304,55,69,85,32,35,28,ice,,21.5,1,99.5,50,190,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
713,6,pu,0,0,avalugg,514,95,117,184,44,46,28,ice,,21.5,2,505,50,55,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
714,6,unranked,0,0,noibat,245,40,30,35,45,40,55,flying,dragon,20.25,0.5,8,50,190,1000000,5120,70,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
715,6,bl2,0,0,noivern,535,85,70,80,97,80,123,flying,dragon,20.25,1.5,85,50,45,1000000,5120,70,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
716,6,uber,1,0,xerneas,680,126,131,95,131,98,99,fairy,,17.5,3,215,,45,1250000,30720,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,
717,6,uber,1,0,yveltal,680,126,131,95,131,98,99,dark,flying,18.5,5.8,203,,45,1250000,30720,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,
718,6,bl,1,0,zygarde,708,216,100,121,91,95,85,dragon,ground,20.5,5,284.6,,3,1250000,30720,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
719,6,ou,1,1,mega diancie,700,50,160,110,160,110,110,rock,fairy,20.5,1.1,27.8,,3,1250000,6400,70,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,
719,6,ru,1,0,diancie,600,50,100,150,100,150,50,rock,fairy,20.5,0.7,8.8,,3,1250000,6400,70,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,
720,6,bl3,1,0,hoopa,600,80,110,60,150,130,70,psychic,ghost,21,0.5,9,,3,1250000,30720,100,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,
721,6,ou,1,0,volcanion,600,80,110,120,130,90,70,fire,water,17.75,1.7,195,,3,1250000,30720,100,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,
722,7,unranked,0,0,rowlet,320,68,55,55,50,50,42,grass,flying,22.25,0.3,1.5,88.1,45,1059860,3840,70,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,
723,7,unranked,0,0,dartrix,420,78,75,75,70,70,52,grass,flying,22.25,0.7,16,88.1,45,1059860,3840,70,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,
724,7,nu,0,0,decidueye,530,78,107,75,100,100,70,grass,ghost,19,1.6,36.6,88.1,45,1059860,3840,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,
725,7,unranked,0,0,litten,320,45,65,40,60,40,70,fire,,18,0.4,4.3,88.1,45,1059860,3840,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
726,7,unranked,0,0,torracat,420,65,85,50,80,50,90,fire,,18,0.7,25,88.1,45,1059860,3840,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
727,7,nu,0,0,incineroar,530,95,115,90,80,90,60,fire,dark,18,1.8,83,88.1,45,1059860,3840,70,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,
728,7,unranked,0,0,popplio,320,50,54,54,66,56,40,water,,18,0.4,7.5,88.1,45,1059860,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
729,7,unranked,0,0,brionne,420,60,69,69,91,81,50,water,,18,0.6,17.5,88.1,45,1059860,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
730,7,uu,0,0,primarina,530,80,74,74,126,116,60,water,fairy,17,1.8,44,88.1,45,1059860,3840,70,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,
731,7,unranked,0,0,pikipek,265,35,75,30,30,30,65,normal,flying,18,0.3,1.2,50,255,1000000,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
732,7,unranked,0,0,trumbeak,355,55,85,50,40,50,75,normal,flying,18,0.6,14.8,50,120,1000000,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
733,7,unranked,0,0,toucannon,485,80,120,75,75,75,60,normal,flying,18,1.1,26,50,45,1000000,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
734,7,unranked,0,0,yungoos,253,48,70,30,30,30,45,normal,,18,0.4,6,50,255,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
735,7,unranked,0,0,gumshoos,418,88,110,60,55,60,45,normal,,18,0.7,14.2,50,127,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
736,7,unranked,0,0,grubbin,300,47,62,45,55,45,46,bug,,19.5,0.4,4.4,50,255,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
737,7,unranked,0,0,charjabug,400,57,82,95,55,75,36,bug,electric,18,0.5,10.5,50,120,1000000,3840,70,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,
738,7,nu,0,0,vikavolt,500,77,70,90,145,75,43,bug,electric,18,1.5,45,50,45,1000000,3840,70,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,
739,7,unranked,0,0,crabrawler,338,47,82,57,42,47,63,fighting,,19.5,0.6,7,50,225,1000000,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
740,7,unranked,0,0,crabominable,478,97,132,77,62,67,43,fighting,ice,22.5,1.7,180,50,60,1000000,5120,70,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,
741,7,unranked,0,0,oricorio,476,75,70,70,98,70,93,fire,flying,18.5,0.6,3.4,24.6,45,1000000,5120,70,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,
742,7,unranked,0,0,cutiefly,304,40,45,40,55,40,84,bug,fairy,19.25,0.1,0.2,50,190,1000000,5120,70,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,
743,7,bl3,0,0,ribombee,464,60,55,60,95,70,124,bug,fairy,19.25,0.2,0.5,50,75,1000000,5120,70,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,
744,7,unranked,0,0,rockruff,280,45,65,40,30,40,60,rock,,21,0.5,9.2,50,190,1000000,3840,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
745,7,pu,0,0,lycanroc,487,75,115,65,55,65,112,rock,,21,0.8,25,50,90,1000000,3840,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
746,7,unranked,0,0,wishiwashi,620,45,140,130,140,135,30,water,,18,0.2,0.3,50,60,800000,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
747,7,unranked,0,0,mareanie,305,50,53,62,43,52,45,poison,water,17,0.4,8,50,190,1000000,5120,70,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,
748,7,ou,0,0,toxapex,495,50,63,152,53,142,35,poison,water,17,0.7,14.5,50,75,1000000,5120,70,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,
749,7,unranked,0,0,mudbray,385,70,100,70,45,55,45,ground,,19,1,110,50,190,1000000,5120,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
750,7,pu,0,0,mudsdale,500,100,125,100,55,85,35,ground,,19,2.5,920,50,60,1000000,5120,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
751,7,unranked,0,0,dewpider,269,38,40,52,40,72,27,water,bug,18.5,0.3,4,50,200,1000000,3840,70,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,
